;von;bis;;
Datum:;11.08.2020;11.08.2020;;
Enthalt Z;86;86;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Kaffee;;124;358.90;38.43 %;;0;0.00;;124;358.90
Sommer;;56;200.00;21.41 %;;1;4.20;;55;195.80
Röstkaffee;;14;173.50;18.58 %;;0;0.00;;14;173.50
Speisen;;47;163.00;17.45 %;;0;0.00;;47;163.00
Non Kaffee;;17;38.60;4.13 %;;0;0.00;;17;38.60
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Flat White auf Eis;0;30;126.00;13.49 %;;1;4.20;;29;121.80
Cappuccino;0;38;121.60;13.02 %;;0;0.00;;38;121.60
Flat White;0;17;64.60;6.92 %;;0;0.00;;17;64.60
Cappuccino groß;0;14;53.20;5.70 %;;0;0.00;;14;53.20
Cold Brew;0;17;51.00;5.46 %;;0;0.00;;17;51.00
Prima Estate 250g;0;5;47.50;5.09 %;;0;0.00;;5;47.50
Caffé Latte;0;12;42.00;4.50 %;;0;0.00;;12;42.00
Finca Isnul 1000g;0;1;38.00;4.07 %;;0;0.00;;1;38.00
Kaltgetränk;0;12;33.60;3.60 %;;0;0.00;;12;33.60
Pain au chocolat;0;11;30.80;3.30 %;;0;0.00;;11;30.80
Kuchen Maple Carrot;0;6;28.80;3.08 %;;0;0.00;;6;28.80
Granola COCOS;0;6;25.20;2.70 %;;0;0.00;;6;25.20
Panini DUKKAH BETA;0;4;23.20;2.48 %;;0;0.00;;4;23.20
Lua Clara 250g;0;2;23.00;2.46 %;;0;0.00;;2;23.00
Croissant;0;11;22.00;2.36 %;;0;0.00;;11;22.00
Finca Isnul 250g;0;2;21.00;2.25 %;;0;0.00;;2;21.00
Banana Bread PINE NUT;0;5;19.00;2.03 %;;0;0.00;;5;19.00
Americano auf Eis;0;6;16.80;1.80 %;;0;0.00;;6;16.80
Café Crème;0;6;15.00;1.61 %;;0;0.00;;6;15.00
Croissant CREMA LIMA;0;4;14.00;1.50 %;;0;0.00;;4;14.00
Bumbogo 250g;0;1;13.50;1.45 %;;0;0.00;;1;13.50
Doppio;0;5;12.50;1.34 %;;0;0.00;;5;12.50
Filterkaffee;0;5;12.50;1.34 %;;0;0.00;;5;12.50
Americano;0;5;12.50;1.34 %;;0;0.00;;5;12.50
Don Pasquale 250g;0;1;10.50;1.12 %;;0;0.00;;1;10.50
El Carmen Decaf 250g;0;1;10.50;1.12 %;;0;0.00;;1;10.50
Papakuchi 250g;0;1;9.50;1.02 %;;0;0.00;;1;9.50
ReCup ausgeben;0;8;8.00;0.86 %;;0;0.00;;8;8.00
Espresso single;0;4;8.00;0.86 %;;0;0.00;;4;8.00
Kakao;0;2;7.00;0.75 %;;0;0.00;;2;7.00
Espresso Macchiato;0;2;5.00;0.54 %;;0;0.00;;2;5.00
Espresso Tonic;0;1;4.20;0.45 %;;0;0.00;;1;4.20
Doppio Macchiato;0;1;3.00;0.32 %;;0;0.00;;1;3.00
Americano groß;0;1;3.00;0.32 %;;0;0.00;;1;3.00
Café Crème groß;0;1;3.00;0.32 %;;0;0.00;;1;3.00
ReCup ausgeben *;0;2;2.00;0.21 %;;0;0.00;;2;2.00
Milchschaum Kids;0;1;0.00;0.00 %;;0;0.00;;1;0.00
ReCup zurücknehmen **;0;2;-2.00;-0.21 %;;0;0.00;;2;-2.00
ReCup zurücknehmen;0;5;-5.00;-0.54 %;;0;0.00;;5;-5.00
;;;;
